commons-math,3b753d7d00d1a623d12a03eabd322e9211b0bb82,717,0,0
commons-math,264f6e8c4f6dd3ec884b2ba536c4ee69380a30b2,717,0,0
commons-math,22b2a2a5e98e1233a81c7ff7fad6e5a62e1f8b26,717,1,0
commons-math,a7f015c3eab73fd3655ee28d9a1e105e695a5efc,717,0,0
commons-math,6ef1690ba8bf12e1377d9d803f9fa3c5c132c897,717,1,0
commons-math,5f661c3cbc1ee24e2ed8ac00b995ee777d2763c1,717,0,0
commons-math,7ec3665fb99c98089c37a87d91f9d3dbaa060a3d,717,1,5
commons-math,7a190664bfc14faab22f7497b04bbda657833932,717,1,5
commons-math,588f3b4c59618ca9a8fcf6009a2b64832bcb03bd,717,0,0
commons-math,f7ee41ad1955c5dfd21a8d53c58783ba0ad3257b,718,5,10
commons-math,234db70446f5fc0ea444ed3fbad5dacdd003b1a8,718,0,0
commons-math,ff92629a3b68954b2709d54525acf0ca29d58e59,718,2,7
commons-math,6d291937d09390360f96f2cc357bd9f33368789c,718,1,25
commons-math,04cb14727d9fad2d0e7db8a7b99c78adbcb4d1a9,720,3,7
commons-math,d778da77e014f03a8ef9f2e0d48ce850adaafcf7,720,0,0
commons-math,a88ba6c1ca4eb82d9d006d0c1486b1ce453ac9b1,720,3,19
commons-math,9764fa8a2d6d25b43d18f7d9cbf8ddc5f0c12fc1,728,9,13
commons-math,622a9991c2a7f644c09eef294e8a19dc57601ae0,728,1,0
commons-math,9dfd9b34f1f0d2c87e0ae638a1076ab321d6e6f8,728,3,0
commons-math,f3f992d69258ca632cc29a366d5955b9cca1e630,728,0,0
commons-math,06828ea9a8d9769de5b0e69f4d1825cb5320e373,729,8,18
commons-math,7b371c06a901d84f140ba562f28214e03511e7b0,729,3,0
commons-math,c005c8d4da25a68f51691d8d5be818e8566c4ceb,729,0,0
commons-math,57e2712f50eec586fc5e46fcf9eba139f82af97a,729,13,19
commons-math,d803dbac0e6de9f451cb9ba2f3ba146868ae4c02,729,0,0
commons-math,c56bc8fa33e05e490718491aa0f058114fbfe3d1,729,32,1
commons-math,0a150a6718153f7f72900b0896bfa9f58fed130c,729,9,4
commons-math,56752c15f0ba34c5dea8995fb908ca091a51157c,729,1,0
commons-math,b037c6b5a2a07dead9bca837a5440659cef2ec13,729,3,0
commons-math,46dfce79a4c2769dc246b661205140a7afea850d,729,2,2
